period_start,agent_id,provider_code,location,event_context,month_number,year_index,monthly_volume,is_injected_anomaly,expected_monthly_volume,volume_ratio,volume_residual,requires_review
2023-01-01 00:00:00+00:00,agent_01,bkash_sim,"Zindabazar, Sylhet",normal,1,0,108400,0,101965.85533424906,1.0631009728174152,6434.144665750937,False
2023-01-01 00:00:00+00:00,agent_01,nagad_sim,"Zindabazar, Sylhet",normal,1,0,77200,0,82038.06636904764,0.9410265675048504,-4838.066369047636,False
2023-01-01 00:00:00+00:00,agent_01,rocket_sim,"Zindabazar, Sylhet",normal,1,0,82800,0,91025.74414682535,0.9096327723115655,-8225.744146825353,False
2023-01-01 00:00:00+00:00,agent_02,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,107500,0,109144.43467643466,0.9849334079075156,-1644.4346764346556,False
2023-01-01 00:00:00+00:00,agent_02,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,89600,0,100279.80441849813,0.8934999476671489,-10679.804418498126,False
2023-01-01 00:00:00+00:00,agent_02,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,75800,0,79864.09583333333,0.9491123540443681,-4064.0958333333256,False
2023-01-01 00:00:00+00:00,agent_03,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,92900,0,97809.79712301586,0.9498026039575486,-4909.797123015858,False
2023-01-01 00:00:00+00:00,agent_03,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,114300,0,118414.35892857137,0.9652545606310027,-4114.358928571368,False
2023-01-01 00:00:00+00:00,agent_03,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,80500,0,80787.70525793653,0.9964387494728567,-287.7052579365263,False
2023-01-01 00:00:00+00:00,agent_04,bkash_sim,"Zindabazar, Sylhet",normal,1,0,134000,0,141747.64255952387,0.945342000617256,-7747.642559523869,False
2023-01-01 00:00:00+00:00,agent_04,nagad_sim,"Zindabazar, Sylhet",normal,1,0,109100,0,112440.46336580093,0.970291270012527,-3340.463365800926,False
2023-01-01 00:00:00+00:00,agent_04,rocket_sim,"Zindabazar, Sylhet",normal,1,0,69700,0,75469.95476190474,0.9235463333705712,-5769.954761904737,False
2023-01-01 00:00:00+00:00,agent_05,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,91900,0,95060.42996031743,0.9667534644895175,-3160.4299603174295,False
2023-01-01 00:00:00+00:00,agent_05,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,100700,0,95890.76815476193,1.0501532309917079,4809.231845238071,False
2023-01-01 00:00:00+00:00,agent_05,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,88500,0,86943.87956349205,1.0178979871190539,1556.1204365079466,False
2023-01-01 00:00:00+00:00,agent_06,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,115200,0,108332.71279761905,1.0633907065099535,6867.287202380947,False
2023-01-01 00:00:00+00:00,agent_06,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,108800,0,109851.81815476183,0.9904251183782866,-1051.8181547618296,False
2023-01-01 00:00:00+00:00,agent_06,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,112900,0,108914.65724206355,1.0365914272592256,3985.3427579364507,False
2023-01-01 00:00:00+00:00,agent_07,bkash_sim,"Zindabazar, Sylhet",normal,1,0,89300,0,97318.09444444445,0.9176094179585308,-8018.094444444447,False
2023-01-01 00:00:00+00:00,agent_07,nagad_sim,"Zindabazar, Sylhet",normal,1,0,118300,0,118498.57797619049,0.9983242163781039,-198.57797619048506,False
2023-01-01 00:00:00+00:00,agent_07,rocket_sim,"Zindabazar, Sylhet",normal,1,0,94200,0,89114.46091269841,1.0570674953898187,5085.539087301586,False
2023-01-01 00:00:00+00:00,agent_08,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,139700,0,138040.98839285708,1.0120182536104527,1659.011607142922,False
2023-01-01 00:00:00+00:00,agent_08,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,114000,0,116363.83511904761,0.9796858266433961,-2363.8351190476096,False
2023-01-01 00:00:00+00:00,agent_08,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,89300,0,86611.90406746032,1.0310361025020993,2688.0959325396834,False
2023-01-01 00:00:00+00:00,agent_09,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,138700,0,137508.1304924244,1.0086676293489516,1191.8695075756114,False
2023-01-01 00:00:00+00:00,agent_09,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,131800,0,125965.41547619054,1.0463189400182011,5834.584523809463,False
2023-01-01 00:00:00+00:00,agent_09,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,83000,0,87318.77440476192,0.9505401394579538,-4318.77440476192,False
2023-01-01 00:00:00+00:00,agent_10,bkash_sim,"Zindabazar, Sylhet",normal,1,0,84900,0,91977.64246031742,0.9230504036524856,-7077.642460317424,False
2023-01-01 00:00:00+00:00,agent_10,nagad_sim,"Zindabazar, Sylhet",normal,1,0,91200,0,91610.96200396823,0.9955140520852687,-410.96200396823406,False
2023-01-01 00:00:00+00:00,agent_10,rocket_sim,"Zindabazar, Sylhet",normal,1,0,91500,0,94893.18495670994,0.9642420584970575,-3393.1849567099416,False
2023-01-01 00:00:00+00:00,agent_11,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,111800,0,111076.16140873019,1.0065165970995908,723.8385912698141,False
2023-01-01 00:00:00+00:00,agent_11,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,114200,0,106231.29216269842,1.0750128109624904,7968.707837301583,False
2023-01-01 00:00:00+00:00,agent_11,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,89300,0,78732.1122023809,1.1342258895640236,10567.8877976191,False
2023-01-01 00:00:00+00:00,agent_12,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,106100,0,110633.6929022366,0.9590206854412527,-4533.692902236595,False
2023-01-01 00:00:00+00:00,agent_12,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,111100,0,112171.68089826836,0.990446065444626,-1071.6808982683579,False
2023-01-01 00:00:00+00:00,agent_12,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,76900,0,80286.66886724386,0.9578177932273687,-3386.6688672438613,False
2023-01-01 00:00:00+00:00,agent_13,bkash_sim,"Zindabazar, Sylhet",normal,1,0,112200,0,106627.27440476196,1.0522636035324668,5572.7255952380365,False
2023-01-01 00:00:00+00:00,agent_13,nagad_sim,"Zindabazar, Sylhet",normal,1,0,108800,0,104752.31349206343,1.038640545234767,4047.686507936567,False
2023-01-01 00:00:00+00:00,agent_13,rocket_sim,"Zindabazar, Sylhet",normal,1,0,74100,0,78526.95467171713,0.9436250305360233,-4426.954671717132,False
2023-01-01 00:00:00+00:00,agent_14,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,114200,0,117724.32967171718,0.9700628605697308,-3524.329671717176,False
2023-01-01 00:00:00+00:00,agent_14,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,109100,0,105108.18937590187,1.0379781123412,3991.8106240981288,False
2023-01-01 00:00:00+00:00,agent_14,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,101000,0,107363.6598214285,0.9407279909048109,-6363.659821428504,False
2023-01-01 00:00:00+00:00,agent_15,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,116900,0,111525.82628968259,1.0481877058355817,5374.173710317409,False
2023-01-01 00:00:00+00:00,agent_15,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,96200,0,93494.23736471862,1.0289404214799494,2705.7626352813822,False
2023-01-01 00:00:00+00:00,agent_15,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,96600,0,107474.10406746031,0.8988211703478378,-10874.104067460314,False
2023-01-01 00:00:00+00:00,agent_16,bkash_sim,"Zindabazar, Sylhet",normal,1,0,125500,0,122032.8904761905,1.0284112710129238,3467.1095238095004,False
2023-01-01 00:00:00+00:00,agent_16,nagad_sim,"Zindabazar, Sylhet",normal,1,0,104300,0,100284.79037698414,1.0400380716549553,4015.209623015864,False
2023-01-01 00:00:00+00:00,agent_16,rocket_sim,"Zindabazar, Sylhet",normal,1,0,94600,0,92959.36060606064,1.0176489961123119,1640.6393939393602,False
2023-01-01 00:00:00+00:00,agent_17,bkash_sim,"Ambarkhana, Sylhet",normal,1,0,91100,0,95561.18420815303,0.9533159384208173,-4461.184208153034,False
2023-01-01 00:00:00+00:00,agent_17,nagad_sim,"Ambarkhana, Sylhet",normal,1,0,108000,0,117812.36438492066,0.9167119305673099,-9812.364384920656,False
2023-01-01 00:00:00+00:00,agent_17,rocket_sim,"Ambarkhana, Sylhet",normal,1,0,81200,0,87215.73888888887,0.9310246181993276,-6015.738888888867,False
2023-01-01 00:00:00+00:00,agent_18,bkash_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,125500,0,121537.67529761909,1.032601616681231,3962.324702380909,False
2023-01-01 00:00:00+00:00,agent_18,nagad_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,131400,0,124638.48601190478,1.0542490061011283,6761.513988095219,False
2023-01-01 00:00:00+00:00,agent_18,rocket_sim,"Shahjalal Uposhahar, Sylhet",normal,1,0,82400,0,86744.5556547619,0.9499155235510921,-4344.555654761905,False
2023-02-01 00:00:00+00:00,agent_01,bkash_sim,"Zindabazar, Sylhet",normal,2,0,92500,0,100371.01961996335,0.9215807545866771,-7871.01961996335,False
2023-02-01 00:00:00+00:00,agent_01,nagad_sim,"Zindabazar, Sylhet",normal,2,0,84200,0,81887.27470238096,1.0282427923755508,2312.7252976190357,False
2023-02-01 00:00:00+00:00,agent_01,rocket_sim,"Zindabazar, Sylhet",normal,2,0,99200,0,91677.2679563492,1.0820566778586012,7522.732043650802,False
2023-02-01 00:00:00+00:00,agent_02,bkash_sim,"Ambarkhana, Sylhet",normal,2,0,114000,0,111665.99410103785,1.0209016712541,2334.0058989621466,False
2023-02-01 00:00:00+00:00,agent_02,nagad_sim,"Ambarkhana, Sylhet",normal,2,0,110900,0,103409.73447802193,1.0724328861280463,7490.265521978072,False
2023-02-01 00:00:00+00:00,agent_02,rocket_sim,"Ambarkhana, Sylhet",normal,2,0,88000,0,80574.99404761902,1.0921502513297472,7425.005952380976,False
